마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,2998.6,2784.6,2607.1,2395.1
매출,2998.6,2784.6,2607.1,2395.1
기타 매출 총계,-,-,-,-
총매출원가,1057.8,993.9,976.8,886.2
총 이익,1940.8,1790.7,1630.3,1508.9
총 영업비용,1998.1,1746.5,1910.2,1561
판매/일반/관리 비용 총계,422.7,413.9,564,378.7
연구 및 개발,-,-,-,-
감가상각/무형자산상각,383.6,358.1,323.7,296.1
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,39.5,-
기타 영업비용 총계,134,-19.4,6.2,-
영업 이익,1000.5,1038.1,696.9,834.1
영업외이자수익(비용) 순계,-125.1,-140.6,-128.5,-114.4
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,875.4,897.5,568.4,719.7
소득세충당금,209.1,184.8,118.5,120
세후당기순이익,666.3,712.7,449.9,599.7
소액주주지분,0.1,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,666.4,712.7,449.9,599.7
특별손익항목 총계,-,-,-,-1
순이익,666.4,712.7,449.9,598.7
당기순이익에 대한 조정 총계,-0.2,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,666.2,712.7,449.9,599.7
희석화에 따른 조정,-,-,-,-
희석 당기순이익,666.2,712.7,449.9,598.7
희석된 가중 평균 주식,163.34,165.32,166.56,168.3
특별손익항목 제외 희석주당순이익,4.08,4.31,2.7,3.56
주당배당금 - 발행 보통주,1.16,1.08,1,-
희석 정상주당순이익,4.08,4.31,2.89,3.56
