마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,4899.6,4681.7,5208.9,5114.5
매출,4731.3,4473.2,5053.4,4991.1
기타 매출 총계,168.3,208.5,155.5,123.4
총매출원가,1392.3,1109.3,1534.8,1761.3
총 영업비용,3892.7,4374.4,4318.2,5035.3
연료비,-,-,-,-
운영 및 유지,1440.4,1565.6,1335.8,2352.9
판매/일반/관리 비용 총계,15.6,20.3,18.9,-
연구 및 개발,-,-,-,-
감가상각/무형자산상각,748.4,725.9,717.4,599.6
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),7.7,654.1,414.5,46.7
기타 영업비용 총계,288.3,299.2,296.8,274.8
영업 이익,1006.9,307.3,890.7,79.2
영업외이자수익(비용) 순계,-328.4,-356.4,-363.3,-312.1
자산처분이익(손실),-,-,-,-
기타비용 순계,28.1,17.8,-20.8,2.3
세전당기순이익,706.6,-31.3,506.6,-230.6
소득세충당금,117.8,-17.1,123.5,-180
세후당기순이익,588.8,-14.2,383.1,-50.6
소액주주지분,-3.9,-3.4,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,584.9,-17.6,383.1,-50.6
특별손익항목 총계,-,-,-,-
순이익,584.9,-17.6,383.1,-50.6
당기순이익에 대한 조정 총계,-55.1,-55.1,-55.1,-15
특별손익항목 제외 보통주주 분배 가능 이익,529.8,-72.7,328,-65.6
희석화에 따른 조정,-,-,-,-
희석 당기순이익,529.8,-72.7,328,-65.6
희석된 가중 평균 주식,417.3,384.3,376,356.5
특별손익항목 제외 희석주당순이익,1.27,-0.19,0.87,-0.18
주당배당금 - 발행 보통주,0.88,0.84,0.8,0.78
희석 정상주당순이익,1.28,0.92,1.71,-0.1
