마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,4759.44,4438.73,3330.62,2804.45
매출,4759.44,4438.73,3330.62,2804.45
기타 매출 총계,-,-,-,-
총매출원가,1248.49,1170.1,918.93,757.69
총 이익,3510.95,3268.63,2411.69,2046.76
총 영업비용,3329.48,3225.22,2354.8,1960.03
판매/일반/관리 비용 총계,293.17,269.85,266.72,238.99
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1577.94,1561.97,1139.88,947.21
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),187.45,193.29,16.13,2.59
기타 영업비용 총계,22.43,30.01,13.15,13.56
영업 이익,1429.96,1213.52,975.82,844.42
영업외이자수익(비용) 순계,303.31,-183.57,-57.28,200.88
자산처분이익(손실),1589.59,717.14,857.82,841
기타비용 순계,-,-,-,-
세전당기순이익,3322.85,1747.09,1776.36,1886.29
소득세충당금,174.26,130.46,74.52,51.28
세후당기순이익,3148.59,1616.63,1701.85,1835.01
소액주주지분,-208.87,-134.82,-128.89,-173.6
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2939.72,1481.81,1572.96,1661.41
특별손익항목 총계,-,-,-19.48,-12.05
순이익,2939.72,1481.81,1572.96,1649.36
당기순이익에 대한 조정 총계,-6.15,-8.69,-6.01,-5.93
특별손익항목 제외 보통주주 분배 가능 이익,2933.57,1473.12,1566.95,1655.47
희석화에 따른 조정,82.09,41.94,46.99,49.74
희석 당기순이익,3015.66,1515.06,1613.94,1693.17
희석된 가중 평균 주식,764.76,754.41,654.9,590.24
특별손익항목 제외 희석주당순이익,3.94,2.01,2.46,2.89
주당배당금 - 발행 보통주,2.52,2.32,2.12,1.92
희석 정상주당순이익,2.21,1.37,1.23,1.51
