마감 기준:,"2022
29/01","2021
30/01","2020
01/02","2019
02/02"
총매출,106005,93561,78112,75356
매출,106005,93561,78112,75356
기타 매출 총계,-,-,-,-
총매출원가,74963,65951,54864,53299
총 이익,31042,27610,23248,22057
총 영업비용,96724,87534,73464,71246
판매/일반/관리 비용 총계,19684,18553,16210,15631
연구 및 개발,-,-,-,-
감가상각/무형자산상각,2344,2230,2357,2224
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-267,800,33,92
기타 영업비용 총계,-,-,-,-
영업 이익,9281,6027,4648,4110
영업외이자수익(비용) 순계,-421,-465,-467,-461
자산처분이익(손실),-,-,-,-
기타비용 순계,47,-16,9,27
세전당기순이익,8907,5546,4190,3676
소득세충당금,1961,1178,921,782
세후당기순이익,6946,4368,3269,2894
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,6946,4368,3269,2894
특별손익항목 총계,-,-,12,43
순이익,6946,4368,3281,2937
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,6946,4368,3269,2894
희석화에 따른 조정,-,-,-,-
희석 당기순이익,6946,4368,3281,2937
희석된 가중 평균 주식,492.7,505.4,515.6,533.2
특별손익항목 제외 희석주당순이익,14.1,8.64,6.34,5.43
주당배당금 - 발행 보통주,3.16,2.68,2.6,2.52
희석 정상주당순이익,13.68,9.92,6.39,5.56
