마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,11742.9,10113.64,10878.67,11009.45
매출,11044.6,9170.65,9583.93,9540.55
기타 매출 총계,698.29,942.99,1294.74,1468.9
총매출원가,1444.31,1088.42,1397.79,1812.62
총 영업비용,9897.27,8344.44,9488.18,10540.09
연료비,2458.1,1564.37,2029.64,2147.79
운영 및 유지,2968.62,3002.63,3272.38,3346.4
판매/일반/관리 비용 총계,-,14.61,-26.22,301.05
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1684.29,1613.09,1480.02,1369.44
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),263.62,59.22,290.03,532.32
기타 영업비용 총계,1078.33,1016.71,1018.33,1030.46
영업 이익,1845.63,1769.19,1390.5,469.37
영업외이자수익(비용) 순계,-404.23,-392.85,-194.51,-643.48
자산처분이익(손실),-,-,-,-
기타비용 순계,-201.78,-210.63,-252.54,-129.75
세전당기순이익,1310.09,1285.15,1088.42,-174.27
소득세충당금,191.37,-121.51,-169.82,-1036.83
세후당기순이익,1118.72,1406.65,1258.24,862.55
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1118.72,1406.65,1258.24,862.55
특별손익항목 총계,-,-,-,-
순이익,1118.72,1406.65,1258.24,862.55
당기순이익에 대한 조정 총계,-0.23,-18.32,-17.02,-13.89
특별손익항목 제외 보통주주 분배 가능 이익,1118.49,1388.33,1241.23,848.66
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1118.49,1388.33,1241.23,848.66
희석된 가중 평균 주식,201.87,201.1,197,183.38
특별손익항목 제외 희석주당순이익,5.54,6.9,6.3,4.63
주당배당금 - 발행 보통주,3.86,3.74,3.66,3.58
희석 정상주당순이익,6.66,7.1,7.26,6.51
