마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,2831.6,2146.9,1839.9,1717.4
매출,2831.6,2146.9,1839.9,1717.4
기타 매출 총계,-,-,-,-
총매출원가,1653.9,1379.1,1234.2,1172
총 이익,1177.7,767.8,605.7,545.4
총 영업비용,2081.1,1740,1543.3,1477.1
판매/일반/관리 비용 총계,361.9,302,272.7,262.9
연구 및 개발,52.8,46.9,38.9,40.3
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-1.4,-1.5,-4.6,-
특별비용(수익),8.1,12.3,5.9,10.2
기타 영업비용 총계,5.8,1.2,-3.8,-8.3
영업 이익,750.5,406.9,296.6,240.3
영업외이자수익(비용) 순계,-7.2,-6.8,-4.7,-6.3
자산처분이익(손실),-,-,-,-
기타비용 순계,5.6,1.2,-0.1,6.7
세전당기순이익,748.9,401.3,291.8,240.7
소득세충당금,108.6,72.5,59,43.9
세후당기순이익,640.3,328.8,232.8,196.8
소액주주지분,-,-,-,-
관계회사 주식,20.1,17.4,8.9,7.6
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,660.4,346.2,241.7,204.4
특별손익항목 총계,1.4,-,-,2.5
순이익,661.8,346.2,241.7,206.9
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,660.4,346.2,241.7,204.4
희석화에 따른 조정,-,-,-,-
희석 당기순이익,661.8,346.2,241.7,206.9
희석된 가중 평균 주식,76.3,75.8,75.4,75.4
특별손익항목 제외 희석주당순이익,8.66,4.57,3.21,2.71
주당배당금 - 발행 보통주,0.69,0.65,0.61,0.57
희석 정상주당순이익,8.75,4.7,3.27,2.82
