마감 기준:,"2021
30/09","2020
30/09","2019
30/09","2018
30/09"
총매출,2603.42,2350.82,2242.45,2161.41
매출,2603.42,2350.82,2242.45,2161.41
기타 매출 총계,-,-,-,-
총매출원가,486.79,407.89,356.58,361.48
총 이익,2116.63,1942.93,1885.87,1799.93
총 영업비용,2209.39,1958.56,1723.98,1570.51
판매/일반/관리 비용 총계,1172.75,1076.54,953.05,824.52
연구 및 개발,499.65,441.32,408.06,366.08
감가상각/무형자산상각,13.57,10.79,4.19,3.11
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),50.2,32.8,6.3,18.43
기타 영업비용 총계,-,-,-,-
영업 이익,394.02,392.27,518.46,590.9
영업외이자수익(비용) 순계,-7.09,4.13,22.65,17.01
자산처분이익(손실),-,-,-,-
기타비용 순계,-7.09,-0.57,-11.15,-4.15
세전당기순이익,386.94,396.4,541.11,603.76
소득세충당금,55.7,88.96,113.38,129.07
세후당기순이익,331.24,307.44,427.73,474.69
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,331.24,307.44,427.73,474.69
특별손익항목 총계,-,-,-,-21
순이익,331.24,307.44,427.73,453.69
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,331.24,307.44,427.73,474.69
희석화에 따른 조정,-,-,-,-
희석 당기순이익,331.24,307.44,427.73,453.69
희석된 가중 평균 주식,62.06,61.38,60.46,62.01
특별손익항목 제외 희석주당순이익,5.34,5.01,7.08,7.65
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,6.03,5.42,7.26,7.89
