마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,5045.2,4642.1,4609.8,4285.3
매출,5045.2,4642.1,4609.8,4285.3
기타 매출 총계,-,-,-,-
총매출원가,2873.5,2590.1,2526.2,2335.9
총 이익,2171.7,2052,2083.6,1949.4
총 영업비용,4000.3,3739.9,3788.2,3544.4
판매/일반/관리 비용 총계,713.7,676.4,715.1,703.1
연구 및 개발,304.7,287.9,298.1,287.7
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),41.5,161.5,140,280.6
기타 영업비용 총계,66.9,24,108.8,-62.9
영업 이익,1044.9,902.2,821.6,740.9
영업외이자수익(비용) 순계,-131.1,-151.2,-158.5,-133
자산처분이익(손실),-,-,-,-
기타비용 순계,-20,-21.2,-8.1,0.5
세전당기순이익,893.8,729.8,655,608.4
소득세충당금,91.6,150.9,111.5,63
세후당기순이익,802.2,578.9,543.5,545.4
소액주주지분,2.5,0.9,-2.8,-9.4
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,804.7,579.8,540.7,536
특별손익항목 총계,-68.2,-28.3,-63.3,-33.9
순이익,736.5,551.5,477.4,502.1
당기순이익에 대한 조정 총계,-1.8,-1.4,-1.5,-2.4
특별손익항목 제외 보통주주 분배 가능 이익,802.9,578.4,539.2,533.6
희석화에 따른 조정,-,-,-,1.69
희석 당기순이익,734.7,550.1,475.9,501.39
희석된 가중 평균 주식,129.15,130.58,132,135.88
특별손익항목 제외 희석주당순이익,6.22,4.43,4.08,3.94
주당배당금 - 발행 보통주,1.92,1.76,1.6,0.66
희석 정상주당순이익,6.51,5.41,4.96,5.79
