마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,16540.31,8542.24,10164.37,12593.2
매출,-,-,-,-
기타 매출 총계,16540.31,8542.24,10164.37,12593.2
총매출원가,12256.66,5110.15,6788.04,9422.71
총 영업비용,13944.05,7196.31,8250.01,10757.73
연료비,-,-,-,-
운영 및 유지,882.67,744.01,856.9,803.15
판매/일반/관리 비용 총계,17.75,17.16,6.8,-
연구 및 개발,-,-,-,-
감가상각/무형자산상각,621.7,578.66,476.54,428.56
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-1.39,621.3,2.58,-0.6
기타 영업비용 총계,166.67,125.03,119.16,103.92
영업 이익,2596.26,1345.93,1914.35,1835.46
영업외이자수익(비용) 순계,-610.4,-569.64,-337.23,-311.24
자산처분이익(손실),-,-,-,-
기타비용 순계,-3.33,2.37,9.05,-14.25
세전당기순이익,1984.2,802.32,1650.99,1517.93
소득세충당금,484.5,189.51,372.41,362.9
세후당기순이익,1499.71,612.81,1278.58,1155.03
소액주주지분,-,-,-,-3.33
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1499.71,612.81,1278.58,1151.7
특별손익항목 총계,-,-,-,-
순이익,1499.71,612.81,1278.58,1151.7
당기순이익에 대한 조정 총계,-1.1,-1.1,-1.1,-1.1
특별손익항목 제외 보통주주 분배 가능 이익,1498.61,611.71,1277.48,1150.6
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1498.61,611.71,1277.48,1150.6
희석된 가중 평균 주식,447.4,431.78,415.44,414.19
특별손익항목 제외 희석주당순이익,3.35,1.42,3.07,2.78
주당배당금 - 발행 보통주,3.74,3.74,3.53,3.25
희석 정상주당순이익,3.35,2.52,3.08,2.78
