마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,19628,17858,21390,21609
매출,19628,17858,21390,21609
기타 매출 총계,-,-,-,-
총매출원가,13293,12408,14338,14512
총 이익,6335,5450,7052,7097
총 영업비용,16588,15963,18563,18915
판매/일반/관리 비용 총계,3256,3075,3583,3548
연구 및 개발,616,551,606,584
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-617,-221,-,275
기타 영업비용 총계,40,150,36,-4
영업 이익,3040,1895,2827,2694
영업외이자수익(비용) 순계,-144,-149,-236,-270
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,2896,1746,2591,2424
소득세충당금,750,331,378,278
세후당기순이익,2146,1415,2213,2146
소액주주지분,-2,-5,-2,-1
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2144,1410,2211,2145
특별손익항목 총계,-,-,-,-
순이익,2144,1410,2211,2145
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,2144,1410,2211,2145
희석화에 따른 조정,-,-,-,-
희석 당기순이익,2144,1410,2211,2145
희석된 가중 평균 주식,401.6,404,420.8,436.9
특별손익항목 제외 희석주당순이익,5.34,3.49,5.25,4.91
주당배당금 - 발행 보통주,3.04,2.92,2.84,2.64
희석 정상주당순이익,3.96,4.02,5.66,5.71
