마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,3449,1466.62,2066.28,2188.15
매출,3449,1466.62,2066.28,2188.15
기타 매출 총계,-,-,-,-
총매출원가,819,644.5,651.63,750.58
총 이익,2630,822.12,1414.64,1437.57
총 영업비용,1885,1171.15,1110.53,1416.35
판매/일반/관리 비용 총계,247,119.77,111.92,119.28
연구 및 개발,18,15.42,20.27,113.82
감가상각/무형자산상각,693,390.9,405.73,417.48
영업이자비용(수익) 순계,-,0.06,-80.5,-1.14
특별비용(수익),108,0.49,1.46,16.33
기타 영업비용 총계,-,-,-,-
영업 이익,1564,295.48,955.75,771.8
영업외이자수익(비용) 순계,-62,-54.12,-54.95,-73.2
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-0.23,-0.57,-0.46
세전당기순이익,1502,241.12,900.22,698.14
소득세충당금,344,40.59,219.15,152.46
세후당기순이익,1158,200.53,681.07,545.68
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1158,200.53,681.07,545.68
특별손익항목 총계,-,-,-,11.37
순이익,1158,200.53,681.07,557.04
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1158,200.53,681.07,545.68
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1158,200.53,681.07,557.04
희석된 가중 평균 주식,504,400.52,417.45,447.57
특별손익항목 제외 희석주당순이익,2.3,0.5,1.63,1.22
주당배당금 - 발행 보통주,0.62,0.4,0.35,0.25
희석 정상주당순이익,2.46,0.5,1.64,1.25
