마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,5552.2,4856.83,4929.1,4382.87
매출,5552.2,4856.83,4929.1,4382.87
기타 매출 총계,-,-,-,-
총매출원가,4178.8,3575.34,3673.2,3281.92
총 이익,1373.4,1281.48,1255.9,1100.94
총 영업비용,4541.4,3961.09,4051.64,3635.16
판매/일반/관리 비용 총계,417.6,359.77,370.55,333.37
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-120.1,-4,-23.75,-14.94
기타 영업비용 총계,65.1,29.98,31.65,34.8
영업 이익,1010.8,895.73,877.46,747.71
영업외이자수익(비용) 순계,-147.7,-134.39,-129,-137.42
자산처분이익(손실),-,-,-,-
기타비용 순계,10.7,-17.54,9.24,13
세전당기순이익,873.8,743.8,757.7,623.29
소득세충당금,200.1,155.8,135.2,104.85
세후당기순이익,673.7,588,622.5,518.44
소액주주지분,0.4,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,674.1,588,622.5,518.44
특별손익항목 총계,-3.3,-3.52,-4.84,-2.63
순이익,670.8,584.48,617.66,515.8
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,674.1,588,622.5,518.44
희석화에 따른 조정,-,-,-,-
희석 당기순이익,670.8,584.48,617.66,515.8
희석된 가중 평균 주식,133.5,133.25,133.38,133.93
특별손익항목 제외 희석주당순이익,5.05,4.41,4.67,3.87
주당배당금 - 발행 보통주,1.48,1.36,1.24,1.12
희석 정상주당순이익,4.82,4.68,4.51,3.95
