마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,2764.8,2351.65,2494.57,2483.67
매출,2764.8,2351.65,2494.57,2483.67
기타 매출 총계,-,-,-,-
총매출원가,1540.3,1324.22,1369.54,1365.77
총 이익,1224.5,1027.42,1125.03,1117.89
총 영업비용,2127.8,1830.93,1915.57,1914.58
판매/일반/관리 비용 총계,571.7,494.94,524.99,536.72
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),15.8,11.78,21.04,12.08
기타 영업비용 총계,-,-,-,-
영업 이익,637,520.71,579,569.09
영업외이자수익(비용) 순계,-41,-44.75,-44.34,-44.13
자산처분이익(손실),-,-,-,-
기타비용 순계,-16.2,-5.63,-1.76,3.98
세전당기순이익,579.8,470.34,532.9,528.94
소득세충당금,130.5,92.56,107.72,123.27
세후당기순이익,449.3,377.78,425.19,405.67
소액주주지분,0.1,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,449.4,377.78,425.19,405.67
특별손익항목 총계,-,-,0.33,4.9
순이익,449.4,377.78,425.52,410.57
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,449.4,377.78,425.19,405.67
희석화에 따른 조정,-,-,-,-
희석 당기순이익,449.4,377.78,425.52,410.57
희석된 가중 평균 주식,76.4,76.4,76.45,77.56
특별손익항목 제외 희석주당순이익,5.88,4.94,5.56,5.23
주당배당금 - 발행 보통주,2.12,2,1.93,1.66
희석 정상주당순이익,6.49,5.27,5.9,5.35
