마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,14298,12756,13118,12915
매출,14298,12756,13118,12915
기타 매출 총계,-,-,-,-
총매출원가,10105,8977,9292,9189
총 이익,4193,3779,3826,3726
총 영업비용,12190,11117,11304,11080
판매/일반/관리 비용 총계,1887,1750,1775,1687
연구 및 개발,159,152,163,181
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),61,191,35,48
기타 영업비용 총계,-22,47,39,-25
영업 이익,2108,1639,1814,1835
영업외이자수익(비용) 순계,-136,-122,14,-
자산처분이익(손실),-,-,-,-
기타비용 순계,-11,-6,33,58
세전당기순이익,1961,1511,1861,1893
소득세충당금,541,455,594,683
세후당기순이익,1420,1056,1267,1210
소액주주지분,-174,-150,-151,-161
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1246,906,1116,1049
특별손익항목 총계,-,-,-,-
순이익,1246,906,1116,1049
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1246,906,1116,1049
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1246,906,1116,1049
희석된 가중 평균 주식,431.4,434.6,433.11,433.11
특별손익항목 제외 희석주당순이익,2.89,2.08,2.58,2.42
주당배당금 - 발행 보통주,0.92,0.6,-,-
희석 정상주당순이익,3.03,2.54,2.66,2.53
