마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,81288,41651,41172,53647
매출,81288,41651,41172,53647
기타 매출 총계,-,-,-,-
총매출원가,30688,8405,8043,11128
총 이익,50600,33246,33129,42519
총 영업비용,57636,33839,28841,41432
판매/일반/관리 비용 총계,12256,11402,12485,14453
연구 및 개발,11582,9340,7731,8006
감가상각/무형자산상각,3700,3348,4462,4893
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),3897,2619,-2914,4445
기타 영업비용 총계,-4487,-1275,-966,-1493
영업 이익,23652,7812,12331,12215
영업외이자수익(비용) 순계,560,-538,-877,-402
자산처분이익(손실),99,-237,32,72
기타비용 순계,-,-1,-1,-
세전당기순이익,24311,7036,11485,11885
소득세충당금,1852,370,940,1502
세후당기순이익,22459,6666,10545,10383
소액주주지분,-45,-36,-29,-36
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,22414,6630,10516,10347
특별손익항목 총계,-434,2529,5757,806
순이익,21980,9159,16273,11153
당기순이익에 대한 조정 총계,-1,-,-1,-1
특별손익항목 제외 보통주주 분배 가능 이익,22413,6630,10515,10346
희석화에 따른 조정,-,-,-,1
희석 당기순이익,21979,9159,16272,11152
희석된 가중 평균 주식,5708,5632,5675,5977
특별손익항목 제외 희석주당순이익,3.93,1.18,1.85,1.73
주당배당금 - 발행 보통주,1.56,1.52,1.44,1.36
희석 정상주당순이익,4.09,1.45,1.23,2.45
