마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,17931,15218,15455,14914
매출,17931,15218,15455,14914
기타 매출 총계,-,-,-,-
총매출원가,9515,8010,8141,7994
총 이익,8416,7208,7314,6920
총 영업비용,15186,12844,12886,12125
판매/일반/관리 비용 총계,3460,3028,2986,2708
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1999,1671,1574,1477
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),212,135,185,-54
기타 영업비용 총계,-,-,-,-
영업 이익,2745,2374,2569,2789
영업외이자수익(비용) 순계,-401,-486,-466,-415
자산처분이익(손실),-,-,-,-
기타비용 순계,5,5,2,2
세전당기순이익,2349,1893,2105,2376
소득세충당금,532,397,434,465
세후당기순이익,1817,1496,1671,1911
소액주주지분,-1,-,-1,2
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1816,1496,1670,1913
특별손익항목 총계,-,-,-,12
순이익,1816,1496,1670,1925
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1816,1496,1670,1913
희석화에 따른 조정,-,-,1.52,-
희석 당기순이익,1816,1496,1670,1925
희석된 가중 평균 주식,422.9,425.1,427.5,432.2
특별손익항목 제외 희석주당순이익,4.29,3.52,3.91,4.43
주당배당금 - 발행 보통주,2.3,2.18,2.05,1.86
희석 정상주당순이익,4.68,3.77,4.25,4.33
