마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,51682,48097,45764,43634
매출,51682,48097,45764,43634
기타 매출 총계,-,-,-,-
총매출원가,28411,26899,26180,21007
총 이익,23271,21198,19584,22627
총 영업비용,41300,39835,39278,38413
판매/일반/관리 비용 총계,3071,3031,3044,3327
연구 및 개발,-,-,-,-
감가상각/무형자산상각,9345,9704,9926,10318
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),473,201,128,235
기타 영업비용 총계,-,3727,3686,3526
영업 이익,10382,8262,6486,5221
영업외이자수익(비용) 순계,-4299,-3894,-3988,-3727
자산처분이익(손실),-,-,-,-
기타비용 순계,305,-66,-67,192
세전당기순이익,6388,4302,2431,1686
소득세충당금,1068,626,439,180
세후당기순이익,5320,3676,1992,1506
소액주주지분,-666,-454,-324,-276
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,4654,3222,1668,1230
특별손익항목 총계,-,-,-,-
순이익,4654,3222,1668,1230
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,4654,3222,1668,1230
희석화에 따른 조정,70,-,-,-
희석 당기순이익,4724,3222,1668,1230
희석된 가중 평균 주식,193.04,209.27,223.79,235.53
특별손익항목 제외 희석주당순이익,24.47,15.4,7.45,5.22
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,26.51,16.22,7.92,6.11
