마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,13811,11781,11474,11635
매출,13811,11781,11474,11635
기타 매출 총계,-,-,-,-
총매출원가,11085,9323,9205,9337
총 이익,2726,2458,2269,2298
총 영업비용,12533,10819,10542,10700
판매/일반/관리 비용 총계,593,525,574,567
연구 및 개발,-,-,-,-
감가상각/무형자산상각,700,668,678,702
영업이자비용(수익) 순계,-,-,-159,-97
특별비용(수익),155,303,244,191
기타 영업비용 총계,-,-,-,-
영업 이익,1278,962,932,935
영업외이자수익(비용) 순계,-270,-275,-317,-301
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-7,-1
세전당기순이익,1008,687,608,633
소득세충당금,168,124,71,130
세후당기순이익,840,563,537,503
소액주주지분,-,3,30,1
관계회사 주식,26,-6,-1,5
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,866,560,566,509
특별손익항목 총계,12,25,-,-55
순이익,878,585,566,454
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,866,560,566,509
희석화에 따른 조정,-,-,-,-
희석 당기순이익,878,585,566,454
희석된 가중 평균 주식,331.62,332.81,340.12,352.32
특별손익항목 제외 희석주당순이익,2.61,1.68,1.66,1.44
주당배당금 - 발행 보통주,0.7,0.6,0.55,0.4
희석 정상주당순이익,2.98,2.43,2.3,1.88
