마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,10627,7719,8201,8686
매출,10627,7719,8201,8686
기타 매출 총계,-,-,-,-
총매출원가,4032,1613,2066,2844
총 이익,6595,6106,6135,5842
총 영업비용,7996,6563,6466,7950
판매/일반/관리 비용 총계,2101,1792,2026,2076
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1842,1721,1714,1725
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),7,1415,652,1238
기타 영업비용 총계,14,22,8,67
영업 이익,2631,1156,1735,736
영업외이자수익(비용) 순계,-564,-836,-704,-497
자산처분이익(손실),-,-,-,-
기타비용 순계,6,-43,33,92
세전당기순이익,2073,277,1064,331
소득세충당금,511,79,335,138
세후당기순이익,1562,198,729,193
소액주주지분,-45,13,136,-348
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1517,211,865,-155
특별손익항목 총계,-,-,-15,-
순이익,1517,211,850,-155
당기순이익에 대한 조정 총계,-3,-3,-3,-1
특별손익항목 제외 보통주주 분배 가능 이익,1514,208,862,-156
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1514,208,847,-156
희석된 가중 평균 주식,1218.21,1215.16,1214.01,973.63
특별손익항목 제외 희석주당순이익,1.24,0.17,0.71,-0.16
주당배당금 - 발행 보통주,1.64,1.6,1.52,1.36
희석 정상주당순이익,1.25,1,1.08,0.58
