마감 기준:,"2021
30/06","2020
30/06","2019
30/06","2018
30/06"
총매출,6918.73,5806.42,4568.9,4036.7
매출,6918.73,5806.42,4568.9,4036.7
기타 매출 총계,-,-,-,-
총매출원가,2771.61,2449.56,1870.12,1445.23
총 이익,4147.12,3356.86,2698.79,2591.47
총 영업비용,4430.25,4326.76,3179.53,2499.51
판매/일반/관리 비용 총계,680.07,659.62,564.13,443.43
연구 및 개발,928.36,863.64,711.02,608.71
감가상각/무형자산상각,49.66,74.76,35.01,-
영업이자비용(수익) 순계,0.55,-,-0.74,2.14
특별비용(수익),-,279.19,-,-
기타 영업비용 총계,-,-,-,-
영업 이익,2488.48,1479.66,1389.37,1537.19
영업외이자수익(비용) 순계,-153.15,-142.57,-85.21,-77.86
자산처분이익(손실),-,-,-,-
기타비용 순계,25.12,-20.39,-7.93,-3.41
세전당기순이익,2360.45,1316.71,1296.23,1455.93
소득세충당금,283.1,101.69,140.51,262.87
세후당기순이익,2077.35,1215.03,1155.72,1193.07
소액주주지분,0.94,1.76,0.6,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2078.29,1216.79,1156.32,1193.07
특별손익항목 총계,-,-,19.3,-390.8
순이익,2078.29,1216.79,1175.62,802.26
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,2078.29,1216.79,1156.32,1193.07
희석화에 따른 조정,-,-,-,-
희석 당기순이익,2078.29,1216.79,1175.62,802.26
희석된 가중 평균 주식,155.44,158,156.95,157.38
특별손익항목 제외 희석주당순이익,13.37,7.7,7.37,7.58
주당배당금 - 발행 보통주,3.6,3.3,3,2.52
희석 정상주당순이익,13.44,9.38,7.37,7.58
