마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,26989,9093,9821,9478
매출,26989,9093,9821,9478
기타 매출 총계,-,-,-,-
총매출원가,20482,6540,7303,7108
총 이익,6507,2553,2518,2370
총 영업비용,23725,8015,8690,8555
판매/일반/관리 비용 총계,1991,916,827,799
연구 및 개발,-,8,7,11
감가상각/무형자산상각,785,435,373,421
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),467,116,180,216
기타 영업비용 총계,-,-,-,-
영업 이익,3264,1078,1131,923
영업외이자수익(비용) 순계,-468,-384,-411,-474
자산처분이익(손실),-,-,-,-
기타비용 순계,63,67,66,18
세전당기순이익,2859,761,786,467
소득세충당금,672,251,-3334,7
세후당기순이익,2187,510,4120,460
소액주주지분,-,-,-3,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2187,510,4117,460
특별손익항목 총계,-,-,321,-192
순이익,2187,510,4438,268
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,2187,510,4117,460
희석화에 따른 조정,-,-,-,-
희석 당기순이익,2187,510,4438,268
희석된 가중 평균 주식,245,246,264,308
특별손익항목 제외 희석주당순이익,8.93,2.07,15.59,1.49
주당배당금 - 발행 보통주,1.3,1.2,0.12,0.12
희석 정상주당순이익,10.38,2.39,16.04,2.18
