마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,1105.92,993.2,973.76,947.87
매출,1105.92,993.2,973.76,947.87
기타 매출 총계,-,-,-,-
총매출원가,326.78,296.2,329.07,352.25
총 이익,779.14,697,644.69,595.62
총 영업비용,145.36,603.94,453.06,487.9
판매/일반/관리 비용 총계,66.05,57.9,60.89,56.22
연구 및 개발,-,-,-,-
감가상각/무형자산상각,304.94,297.16,272.42,256.25
영업이자비용(수익) 순계,-32.8,-11.94,-31.41,-21.44
특별비용(수익),-580.42,-99.44,-238.04,-214.93
기타 영업비용 총계,60.82,64.06,60.12,59.56
영업 이익,960.56,389.26,520.7,459.97
영업외이자수익(비용) 순계,-80.39,-91.72,-79.81,-67.77
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,880.17,297.54,440.88,392.2
소득세충당금,18.55,-5.11,8.69,8.83
세후당기순이익,861.62,302.65,432.2,383.37
소액주주지분,-8.72,-2.85,-3.67,-3.54
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,852.89,299.8,428.53,379.83
특별손익항목 총계,-,0.11,0.45,3.9
순이익,852.89,299.92,428.97,383.73
당기순이익에 대한 조정 총계,-1.36,-1.45,-1.49,-1.68
특별손익항목 제외 보통주주 분배 가능 이익,851.54,298.36,427.04,378.15
희석화에 따른 조정,9.71,2.66,5.17,5.2
희석 당기순이익,861.25,301.13,432.65,387.26
희석된 가중 평균 주식,383.48,374.16,367.34,363.3
특별손익항목 제외 희석주당순이익,2.25,0.8,1.18,1.06
주당배당금 - 발행 보통주,1.04,0.96,0.88,0.81
희석 정상주당순이익,0.76,0.63,0.54,0.48
