마감 기준:,"2021
30/06","2020
30/06","2019
30/06","2018
30/06"
총매출,1758.22,1697.07,1552.69,1470.8
매출,1758.22,1697.07,1552.69,1470.8
기타 매출 총계,-,-,-,-
총매출원가,1063.4,1008.46,923.03,853.14
총 이익,694.83,688.6,629.66,617.66
총 영업비용,1359.51,1316.44,1205.41,1113.29
판매/일반/관리 비용 총계,189.01,193.64,186,171.37
연구 및 개발,109.05,109.99,96.38,90.34
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-1.95,4.35,-,-1.55
기타 영업비용 총계,-,-,-,-
영업 이익,398.72,380.63,347.29,357.5
영업외이자수익(비용) 순계,-0.99,0.45,-0.05,-1.34
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,397.73,381.08,347.24,356.16
소득세충당금,86.26,84.41,75.35,97.92
세후당기순이익,311.47,296.67,271.88,258.23
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,311.47,296.67,271.88,258.23
특별손익항목 총계,-,-,-,106.8
순이익,311.47,296.67,271.88,365.03
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,311.47,296.67,271.88,258.23
희석화에 따른 조정,-,0.3,-,-
희석 당기순이익,311.47,296.67,271.88,365.03
희석된 가중 평균 주식,75.66,76.93,77.35,77.58
특별손익항목 제외 희석주당순이익,4.12,3.86,3.52,3.33
주당배당금 - 발행 보통주,1.78,1.66,1.54,1.36
희석 정상주당순이익,4.1,3.9,3.52,3.31
