마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,133613,128292,131868,130863
매출,133613,128292,131868,130863
기타 매출 총계,-,-,-,-
총매출원가,56301,51201,54726,55205
총 이익,77312,77091,77142,75658
총 영업비용,102327,101206,105220,107203
판매/일반/관리 비용 총계,28932,30031,29431,28248
연구 및 개발,-,-,-,-
감가상각/무형자산상각,16206,16720,16682,17380
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),888,3254,4381,6370
기타 영업비용 총계,-,-,-,-
영업 이익,31286,27086,26648,23660
영업외이자수익(비용) 순계,-3161,-4254,-4624,-4925
자산처분이익(손실),-131,7,-,-
기타비용 순계,1426,1128,709,888
세전당기순이익,29420,23967,22733,19623
소득세충당금,6802,5619,2945,3584
세후당기순이익,22618,18348,19788,16039
소액주주지분,-553,-547,-523,-511
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,22065,17801,19265,15528
특별손익항목 총계,-,-,-,-
순이익,22065,17801,19265,15528
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,22065,17801,19265,15528
희석화에 따른 조정,-,-,-,-
희석 당기순이익,22065,17801,19265,15528
희석된 가중 평균 주식,4150,4142,4140,4132
특별손익항목 제외 희석주당순이익,5.32,4.3,4.65,3.76
주당배당금 - 발행 보통주,2.52,2.47,2.42,2.37
희석 정상주당순이익,5.51,4.9,5.57,5.02
