마감 기준:,"2021
26/12","2020
27/12","2019
29/12","2018
30/12"
총매출,6420.4,5465.44,4720.23,4579.65
매출,6420.4,5465.44,4720.23,4579.65
기타 매출 총계,-,-,-,-
총매출원가,2547.9,2288.87,2222.4,2202.34
총 이익,3872.5,3176.57,2497.83,2377.31
총 영업비용,5704.5,4963.63,4068.18,4248.59
판매/일반/관리 비용 총계,1922.1,1664.87,1450.78,1727.48
연구 및 개발,315.7,259.52,262.16,246.16
감가상각/무형자산상각,116.8,144.75,47.26,28.7
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),173.4,218.57,-,-
기타 영업비용 총계,628.6,387.06,85.58,43.91
영업 이익,715.9,501.81,652.05,331.05
영업외이자수익(비용) 순계,-124.5,-206.11,-52.08,-43.47
자산처분이익(손실),0.2,-4.9,-0.4,-
기타비용 순계,-9.7,31.25,-5.36,-17.18
세전당기순이익,581.9,322.06,594.21,270.4
소득세충당금,107.2,96.62,73.76,9.32
세후당기순이익,474.7,225.44,520.45,261.08
소액주주지분,-6.6,-2.92,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,468.1,222.52,520.45,261.08
특별손익항목 총계,-39.4,-,-,-40.65
순이익,428.7,222.52,520.45,220.43
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,468.1,222.52,520.45,261.08
희석화에 따른 조정,-,-,-,-
희석 당기순이익,428.7,222.52,520.45,220.43
희석된 가중 평균 주식,138.4,137.6,128.5,126.89
특별손익항목 제외 희석주당순이익,3.38,1.62,4.05,2.06
주당배당금 - 발행 보통주,2.72,2.72,2.67,2.46
희석 정상주당순이익,4.4,2.8,4.17,4.09
