마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,36347,33039,34438,35978
매출,36347,33039,34438,35978
기타 매출 총계,-,-,-,-
총매출원가,16341,13091,14460,15541
총 영업비용,33624,30216,30064,32087
연료비,-,-,-,-
운영 및 유지,8145,8908,8124,8848
판매/일반/관리 비용 총계,-,-,-,-
연구 및 개발,-,-,-,-
감가상각/무형자산상각,7059,6027,5289,5482
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-201,-24,-32,-56
기타 영업비용 총계,2280,2214,2223,2272
영업 이익,2723,2823,4374,3891
영업외이자수익(비용) 순계,-1571,-1635,-1616,-1554
자산처분이익(손실),-,-,-,-
기타비용 순계,1056,1145,1227,-112
세전당기순이익,2208,2333,3985,2225
소득세충당금,370,373,774,118
세후당기순이익,1838,1960,3211,2107
소액주주지분,-123,9,-92,-74
관계회사 주식,-9,-6,-183,-28
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1706,1963,2936,2005
특별손익항목 총계,-,-,-,-
순이익,1706,1963,2936,2005
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1706,1963,2936,2005
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1706,1963,2936,2005
희석된 가중 평균 주식,980,977,974,969
특별손익항목 제외 희석주당순이익,1.74,2.01,3.01,2.07
주당배당금 - 발행 보통주,1.53,1.53,1.45,1.38
희석 정상주당순이익,2.7,3.03,3.12,2.1
