마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,11132,10790,11035,11261
매출,10617,10301,10230,10272
기타 매출 총계,515,489,805,989
총매출원가,2964,2701,2927,3109
총 영업비용,9024,9105,9199,8903
연료비,481,369,497,538
운영 및 유지,-,-,-,-
판매/일반/관리 비용 총계,-,60,49,-
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1302,1274,1220,1136
영업이자비용(수익) 순계,-,-,-,1
특별비용(수익),-491,477,674,144
기타 영업비용 총계,4768,4224,3832,3976
영업 이익,2108,1685,1836,2358
영업외이자수익(비용) 순계,-1066,-988,-962,-1051
자산처분이익(손실),-,-,-,-
기타비용 순계,517,432,243,205
세전당기순이익,1559,1129,1117,1512
소득세충당금,320,126,213,466
세후당기순이익,1239,1003,904,1046
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1239,1003,904,1046
특별손익항목 총계,44,76,8,302
순이익,1283,1079,912,1348
당기순이익에 대한 조정 총계,-,-,-4,-367
특별손익항목 제외 보통주주 분배 가능 이익,1239,1003,900,679
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1283,1079,908,981
희석된 가중 평균 주식,546,543,542,494
특별손익항목 제외 희석주당순이익,2.27,1.85,1.66,1.37
주당배당금 - 발행 보통주,1.56,1.56,1.52,1.44
희석 정상주당순이익,1.55,2.63,2.67,1.58
