마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,13022,11797,11486,11221
매출,13022,11797,11486,11221
기타 매출 총계,-,-,-,-
총매출원가,8302,7559,7089,6873
총 이익,4720,4238,4397,4348
총 영업비용,11475,10778,10224,10063
판매/일반/관리 비용 총계,3110,2851,2931,2912
연구 및 개발,-,-,-,-
감가상각/무형자산상각,63,60,78,92
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,308,126,186
기타 영업비용 총계,-,-,-,-
영업 이익,1547,1019,1262,1158
영업외이자수익(비용) 순계,-87,-93,-79,-82
자산처분이익(손실),-,-,-,-
기타비용 순계,25,21,26,5
세전당기순이익,1485,947,1209,1081
소득세충당금,371,192,314,258
세후당기순이익,1114,755,895,823
소액주주지분,-71,-60,-46,-41
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1043,695,849,782
특별손익항목 총계,-,-,-,-
순이익,1043,695,849,782
당기순이익에 대한 조정 총계,-8,-6,-,-6
특별손익항목 제외 보통주주 분배 가능 이익,1043,695,849,782
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1043,695,849,782
희석된 가중 평균 주식,52.2,53.7,54.7,56.5
특별손익항목 제외 희석주당순이익,19.98,12.94,15.52,13.84
주당배당금 - 발행 보통주,6.39,5.94,5.68,5.36
희석 정상주당순이익,19.98,16.33,18.14,17.42
