마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,6010.9,5647.3,5333.7,4965.1
매출,6010.9,5647.3,5333.7,4965.1
기타 매출 총계,-,-,-,-
총매출원가,3233.7,3079.5,2818.3,2566.2
총 이익,2777.2,2567.8,2515.4,2398.9
총 영업비용,4793.5,4505.5,4276.5,3965.9
판매/일반/관리 비용 총계,1559.8,1427.4,1459.4,1400.2
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-1.4,-1.2,-0.5
기타 영업비용 총계,-,-,-,-
영업 이익,1217.4,1141.8,1057.2,999.2
영업외이자수익(비용) 순계,-9.6,-9.1,-13.5,-12.2
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,1207.8,1132.7,1043.7,987
소득세충당금,282.8,273.6,252.8,245.4
세후당기순이익,925,859.1,790.9,741.6
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,925,859.1,790.9,741.6
특별손익항목 총계,-,-,-,10.3
순이익,925,859.1,790.9,751.9
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,925,859.1,790.9,741.6
희석화에 따른 조정,-,-,-,-
희석 당기순이익,925,859.1,790.9,751.9
희석된 가중 평균 주식,577.1,575.7,574.44,574.33
특별손익항목 제외 희석주당순이익,1.6,1.49,1.38,1.29
주당배당금 - 발행 보통주,1.12,1,0.87,0.77
희석 정상주당순이익,1.6,1.49,1.38,1.29
