마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,5886,5627,4262,4277
매출,5886,5627,4262,4277
기타 매출 총계,-,-,-,-
총매출원가,2466,2724,1727,1751
총 이익,3420,2903,2535,2526
총 영업비용,4361,4393,3218,3216
판매/일반/관리 비용 총계,1550,1350,1248,1267
연구 및 개발,-,-,-,-
감가상각/무형자산상각,278,202,190,210
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),67,117,53,-12
기타 영업비용 총계,-,-,-,-
영업 이익,1525,1234,1044,1061
영업외이자수익(비용) 순계,9,-22,-25,10
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-6,-6,-7
세전당기순이익,1534,1212,1019,1064
소득세충당금,347,279,245,316
세후당기순이익,1187,933,774,748
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1187,933,774,748
특별손익항목 총계,-,-,-,-290
순이익,1187,933,774,458
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1187,933,774,748
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1187,933,774,458
희석된 가중 평균 주식,168.36,166.9,166.97,167.69
특별손익항목 제외 희석주당순이익,7.05,5.59,4.64,4.46
주당배당금 - 발행 보통주,2.11,1.94,1.85,1.7
희석 정상주당순이익,7.58,6.75,4.7,4.41
