마감 기준:,"2021
31/05","2020
31/05","2019
31/05","2018
31/05"
총매출,83959,69217,69693,65450
매출,83959,69217,69693,65450
기타 매출 총계,-,-,-,-
총매출원가,24556,20622,20543,18475
총 이익,59403,48595,49150,46975
총 영업비용,78495,66800,65227,61178
판매/일반/관리 비용 총계,38084,32063,31438,30220
연구 및 개발,-,-,-,-
감가상각/무형자산상각,3793,3615,3353,3095
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),509,435,320,380
기타 영업비용 총계,11553,10065,9573,9008
영업 이익,5464,2417,4466,4272
영업외이자수익(비용) 순계,-741,-617,-529,-510
자산처분이익(손실),-,-,-,-
기타비용 순계,1951,-131,-3282,591
세전당기순이익,6674,1669,655,4353
소득세충당금,1722,383,190,1400
세후당기순이익,4952,1286,465,2953
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,4952,1286,465,2953
특별손익항목 총계,279,-,75,1619
순이익,5231,1286,540,4572
당기순이익에 대한 조정 총계,-11,-2,-1,-6
특별손익항목 제외 보통주주 분배 가능 이익,4941,1284,464,2947
희석화에 따른 조정,1,-,-,-
희석 당기순이익,5221,1284,539,4566
희석된 가중 평균 주식,268,262,265,272
특별손익항목 제외 희석주당순이익,18.44,4.9,1.75,10.83
주당배당금 - 발행 보통주,2.6,2.6,2.6,2
희석 정상주당순이익,20.88,7.54,4.63,14.33
