마감 기준:,"2021
30/09","2020
30/09","2019
30/09","2018
30/09"
총매출,27774.2,20311.1,17592.9,16068
매출,27774.2,20311.1,17592.9,16068
기타 매출 총계,-,-,-,-
총매출원가,19874.3,15350.3,13667.7,12347.7
총 이익,7899.9,4960.8,3925.2,3720.3
총 영업비용,22417.9,17328.1,15467.6,14008
판매/일반/관리 비용 총계,2552.2,2042.8,1830.4,1663.3
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,17,18.4,15.6,9.3
특별비용(수익),33,-31.6,1.4,45.1
기타 영업비용 총계,-58.6,-51.8,-47.5,-57.4
영업 이익,5356.3,2983,2125.3,2060
영업외이자수익(비용) 순계,-,-,-,-
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,5356.3,2983,2125.3,2060
소득세충당금,1165.1,602.5,506.7,489
세후당기순이익,4191.2,2380.5,1618.6,1571
소액주주지분,-15.4,-6.8,-0.1,-2
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,4175.8,2373.7,1618.5,1569
특별손익항목 총계,-,-,-,-108.7
순이익,4175.8,2373.7,1618.5,1460.3
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,4175.8,2373.7,1618.5,1569
희석화에 따른 조정,-,-,-,-
희석 당기순이익,4175.8,2373.7,1618.5,1460.3
희석된 가중 평균 주식,365.8,370.2,377.4,383.4
특별손익항목 제외 희석주당순이익,11.42,6.41,4.29,4.09
주당배당금 - 발행 보통주,0.8,0.7,0.6,0.5
희석 정상주당순이익,11.49,6.34,4.29,4.18
