마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,46385,42518,26145,22561
매출,46385,42518,26145,22561
기타 매출 총계,-,-,-,-
총매출원가,9601,11133,7804,6436
총 이익,36784,31385,18341,16125
총 영업비용,37770,49365,19758,16175
판매/일반/관리 비용 총계,7688,7733,4870,4550
연구 및 개발,9532,9519,5845,5052
감가상각/무형자산상각,10023,9688,1206,41
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),2659,12819,1393,1449
기타 영업비용 총계,-1733,-1527,-1360,-1353
영업 이익,8615,-6847,6387,6386
영업외이자수익(비용) 순계,-550,-71,-69,-380
자산처분이익(손실),-,-,-,-
기타비용 순계,33,47,-1343,-38
세전당기순이익,8098,-6871,4975,5968
소득세충당금,1084,2124,1515,965
세후당기순이익,7014,-8995,3460,5003
소액주주지분,-20,-20,-21,-27
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,6994,-9015,3439,4976
특별손익항목 총계,-,-,-,-56
순이익,6994,-9015,3439,4920
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,6994,-9015,3439,4976
희석화에 따른 조정,-,-,-,-
희석 당기순이익,6994,-9015,3439,4920
희석된 가중 평균 주식,2245,2258,1712,1637
특별손익항목 제외 희석주당순이익,3.12,-3.99,2.01,3.04
주당배당금 - 발행 보통주,1.96,1.8,1.64,1.6
희석 정상주당순이익,3.81,-0.2,2.58,3.78
