마감 기준:,"2022
31/03","2021
31/03","2020
31/03","2019
31/03"
총매출,6820.9,5438.4,5274.2,5349.5
매출,6820.9,5438.4,5274.2,5349.5
기타 매출 총계,-,-,-,-
총매출원가,2371.3,2059.6,2032.1,2418.2
총 이익,4449.6,3378.8,3242.1,2931.3
총 영업비용,4971.3,4739.9,4632.5,4647.8
판매/일반/관리 비용 총계,718.9,610.3,676.6,682.9
연구 및 개발,989.1,836.4,877.8,826.3
감가상각/무형자산상각,862.5,932.3,993.9,674.1
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),29.5,301.3,52.1,46.3
기타 영업비용 총계,-,-,-,-
영업 이익,1849.6,698.5,641.7,701.7
영업외이자수익(비용) 순계,-,-355.2,-494.5,-495
자산처분이익(손실),-,-,-,-
기타비용 순계,-367.1,-3.8,3.2,-2.2
세전당기순이익,1482.5,339.5,150.4,204.5
소득세충당금,197,-9.9,-420.2,-164.5
세후당기순이익,1285.5,349.4,570.6,369
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1285.5,349.4,570.6,369
특별손익항목 총계,-,-,-,-13.1
순이익,1285.5,349.4,570.6,355.9
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1285.5,349.4,570.6,369
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1285.5,349.4,570.6,355.9
희석된 가중 평균 주식,565.9,270.6,512.4,499.8
특별손익항목 제외 희석주당순이익,2.27,1.29,1.11,0.74
주당배당금 - 발행 보통주,0.91,1.49,0.73,0.73
희석 정상주당순이익,2.54,2.01,1.18,0.8
