마감 기준:,"2022
01/01","2021
02/01","2019
28/12","2018
29/12"
총매출,15617.2,13057.7,14442.2,13982.4
매출,15617.2,13057.7,14442.2,13982.4
기타 매출 총계,-,-,-,-
총매출원가,10384,8590.6,9596.7,9065.3
총 이익,5233.2,4467.1,4845.5,4917.1
총 영업비용,13868.6,11632.8,13077.7,12768.1
판매/일반/관리 비용 총계,2779.6,2305.3,2646.8,2737.9
연구 및 개발,276.3,200,255.2,275.8
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,230.4,209.2
특별비용(수익),262.7,326.2,364,493.1
기타 영업비용 총계,166,210.7,215,196
영업 이익,1748.6,1424.9,1364.5,1214.3
영업외이자수익(비용) 순계,-107.6,-205.1,-234.5,-192.2
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,1641,1219.8,1130,1022.1
소득세충당금,61.4,43,160.8,216.7
세후당기순이익,1579.6,1176.8,969.2,805.4
소액주주지분,1.7,-0.9,-2.2,-0.6
관계회사 주식,19,9.1,-11.2,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1600.3,1185,955.8,804.8
특별손익항목 총계,88.9,48.8,-,-199.6
순이익,1689.2,1233.8,955.8,605.2
당기순이익에 대한 조정 총계,-12.9,-22.4,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1587.4,1162.6,955.8,804.8
희석화에 따른 조정,-,-,0.24,-
희석 당기순이익,1676.3,1211.4,955.8,605.2
희석된 가중 평균 주식,165.02,162.43,150.56,151.64
특별손익항목 제외 희석주당순이익,9.62,7.16,6.35,5.31
주당배당금 - 발행 보통주,2.98,2.78,2.7,2.58
희석 정상주당순이익,11.15,9.1,8.42,7.87
