마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,5195,4876,5249,5207
매출,5195,4876,5249,5207
기타 매출 총계,-,-,-,-
총매출원가,3220,3046,3203,3181
총 이익,1975,1830,2046,2026
총 영업비용,4608,4509,4762,4553
판매/일반/관리 비용 총계,1179,1143,1158,1161
연구 및 개발,204,187,191,189
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),5,133,210,22
기타 영업비용 총계,-,-,-,-
영업 이익,587,367,487,654
영업외이자수익(비용) 순계,-76,-77,-59,-73
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-5,-12,4
세전당기순이익,511,285,416,585
소득세충당금,84,31,15,28.5
세후당기순이익,427,254,401,556.5
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,427,254,401,556.5
특별손익항목 총계,-,-,-,-7.5
순이익,427,254,401,549
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,427,254,401,556.5
희석화에 따른 조정,-,-,-,-
희석 당기순이익,427,254,401,549
희석된 가중 평균 주식,181.5,181.1,181.2,181.1
특별손익항목 제외 희석주당순이익,2.35,1.4,2.21,3.07
주당배당금 - 발행 보통주,1.12,1.04,0.96,0.84
희석 정상주당순이익,2.44,2.7,3.84,3.19
