마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,6218,5371,4829,4442.7
매출,6218,5371,4829,4442.7
기타 매출 총계,-,-,-,-
총매출원가,1637,1475,1387,1245.5
총 이익,4581,3896,3442,3197.2
총 영업비용,3374,2983,2831,2574.5
판매/일반/관리 비용 총계,1480,1229,1167,1080.1
연구 및 개발,-,-,-,-
감가상각/무형자산상각,257,220,200,191.9
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,59,77,57
기타 영업비용 총계,-,-,-,-
영업 이익,2844,2388,1998,1868.2
영업외이자수익(비용) 순계,-130,-144,-174,-231.2
자산처분이익(손실),-,-,-,-
기타비용 순계,41,-15,-14,34
세전당기순이익,2755,2229,1810,1671
소득세충당금,541,452,381,410.6
세후당기순이익,2214,1777,1429,1260.4
소액주주지분,-,1,-7,-9.8
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2214,1778,1422,1250.6
특별손익항목 총계,-,-,-,59
순이익,2214,1778,1422,1309.6
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,2214,1778,1422,1250.6
희석화에 따른 조정,-,-,-,-
희석 당기순이익,2214,1778,1422,1309.6
희석된 가중 평균 주식,187.9,189.3,191.6,194.4
특별손익항목 제외 희석주당순이익,11.78,9.39,7.42,6.43
주당배당금 - 발행 보통주,2.48,2.24,2,1.76
희석 정상주당순이익,11.78,9.64,7.81,6.65
