마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,13676,12246,12574,12337
매출,12655,11507,11712,11570
기타 매출 총계,1021,739,862,767
총매출원가,2525,2127,2426,2685
총 영업비용,11298,9912,9898,9673
연료비,229,156,207,263
운영 및 유지,3254,2814,3175,3152
판매/일반/관리 비용 총계,-,-,-,-
연구 및 개발,-,-,-,-
감가상각/무형자산상각,2032,1920,1684,1438
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),448,320,-,-131
기타 영업비용 총계,2810,2575,2406,2266
영업 이익,2378,2334,2676,2664
영업외이자수익(비용) 순계,-891,-795,-779,-651
자산처분이익(손실),-,-,-,-
기타비용 순계,-125,-322,-175,-242
세전당기순이익,1383,1234,1736,1783
소득세충당금,190,90,296,359
세후당기순이익,1193,1144,1440,1424
소액주주지분,153,-43,-97,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1346,1101,1343,1424
특별손익항목 총계,-,-,-,-42
순이익,1346,1101,1343,1382
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1346,1101,1343,1424
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1346,1101,1343,1382
희석된 가중 평균 주식,349.4,335.7,329.5,312.9
특별손익항목 제외 희석주당순이익,3.85,3.28,4.08,4.55
주당배당금 - 발행 보통주,3.1,3.06,2.96,2.86
희석 정상주당순이익,5.53,4.16,4.08,4.24
