마감 기준:,"2021
31/12","2021
01/01","2020
03/01","2018
28/12"
총매출,13737,12297,11094,10194
매출,13737,12297,11094,10194
기타 매출 총계,-,-,-,-
총매출원가,11723,10560,9546,8690
총 이익,2014,1737,1548,1504
총 영업비용,12588,11299,10182,9445
판매/일반/관리 비용 총계,742,629,600,683
연구 및 개발,109,73,49,46
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-20,-14,-18,-18
특별비용(수익),34,51,5,44
기타 영업비용 총계,-,-,-,-
영업 이익,1149,998,912,749
영업외이자수익(비용) 순계,-185,-179,-134,-136
자산처분이익(손실),-,-,-,-
기타비용 순계,3,-38,88,-3
세전당기순이익,967,781,866,610
소득세충당금,208,152,196,32
세후당기순이익,759,629,670,578
소액주주지분,-6,-1,-3,-1
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,753,628,667,577
특별손익항목 총계,-,-,-,4
순이익,753,628,667,581
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,753,628,667,577
희석화에 따른 조정,-,-,-,0.4
희석 당기순이익,753,628,667,581
희석된 가중 평균 주식,143,144,145,153
특별손익항목 제외 희석주당순이익,5.27,4.36,4.6,3.77
주당배당금 - 발행 보통주,1.4,1.36,1.32,1.28
희석 정상주당순이익,5.45,4.65,4.63,4.04
