마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,6894.5,6145.6,6117.4,5314.1
매출,6894.5,6145.6,6117.4,5314.1
기타 매출 총계,-,-,-,-
총매출원가,2149.3,1947.6,1893,1608.2
총 이익,4745.2,4198,4224.4,3705.9
총 영업비용,5106.3,5225.2,5309.2,4109.2
판매/일반/관리 비용 총계,2960,2884.3,2743.2,2364.1
연구 및 개발,-,-,-,-
감가상각/무형자산상각,62.9,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-65.9,393.3,673,136.9
기타 영업비용 총계,-,-,-,-
영업 이익,1788.2,920.4,808.2,1204.9
영업외이자수익(비용) 순계,201.8,69.4,61.3,-56.3
자산처분이익(손실),-,-,-,-
기타비용 순계,510.5,79.3,103.4,-10.5
세전당기순이익,2500.5,1069.1,972.9,1138.1
소득세충당금,531.1,262.3,235.1,241.9
세후당기순이익,1969.4,806.8,737.8,896.2
소액주주지분,-339.6,-45.9,-49.5,-0.3
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1629.8,760.9,688.3,895.9
특별손익항목 총계,-,0.7,-,-13.1
순이익,1629.8,761.6,688.3,882.8
당기순이익에 대한 조정 총계,-236.8,-236.8,-123.6,-
특별손익항목 제외 보통주주 분배 가능 이익,1393,524.1,564.7,895.9
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1393,524.8,564.7,882.8
희석된 가중 평균 주식,465.4,462.5,440.5,412.5
특별손익항목 제외 희석주당순이익,2.99,1.13,1.28,2.17
주당배당금 - 발행 보통주,0.67,0.78,1.23,1.19
희석 정상주당순이익,2.85,1.98,2.44,2.43
