마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,3327.96,3128.91,3589.43,3374.95
매출,3327.96,3128.91,3589.43,3374.95
기타 매출 총계,-,-,-,-
총매출원가,2319.49,2132.06,2330.95,2143.89
총 이익,1008.47,996.85,1258.48,1231.06
총 영업비용,2534.32,2638.8,2968.2,2517.11
판매/일반/관리 비용 총계,417.99,393.56,503.18,420.71
연구 및 개발,54.03,59.21,58.29,70.05
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-257.17,53.96,75.78,-117.55
기타 영업비용 총계,-,-,-,-
영업 이익,793.63,490.11,621.22,857.84
영업외이자수익(비용) 순계,-61.48,-68.32,-78.66,-72.26
자산처분이익(손실),-,14.7,14.41,-
기타비용 순계,-598.54,-62.98,5.98,9.12
세전당기순이익,133.62,373.52,562.95,794.7
소득세충당금,29.45,54.42,88.16,166.73
세후당기순이익,104.17,319.09,474.79,627.98
소액주주지분,-76.27,-70.85,-71.13,-45.58
관계회사 주식,95.77,127.52,129.57,89.26
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,123.67,375.76,533.23,671.66
특별손익항목 총계,-,-,-,21.9
순이익,123.67,375.76,533.23,693.56
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,123.67,375.76,533.23,671.66
희석화에 따른 조정,-,-,-,-
희석 당기순이익,123.67,375.76,533.23,693.56
희석된 가중 평균 주식,116.54,106.81,106.32,109.46
특별손익항목 제외 희석주당순이익,1.06,3.52,5.02,6.14
주당배당금 - 발행 보통주,1.55,1.52,1.44,1.32
희석 정상주당순이익,-0.81,4.16,5.5,5.29
