마감 기준:,"2021
31/03","2020
31/03","2019
31/03","2018
31/03"
총매출,17729,19577,20753,21733
매출,17729,19577,20753,21733
기타 매출 총계,-,-,-,-
총매출원가,14086,14901,14946,16317
총 이익,3643,4676,5807,5416
총 영업비용,16798,24649,18985,20269
판매/일반/관리 비용 총계,1708,1732,1558,1531
연구 및 개발,-,-,-,-
감가상각/무형자산상각,1970,1942,1968,1795
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-1054,6732,866,1148
기타 영업비용 총계,88,-658,-353,-522
영업 이익,931,-5072,1768,1464
영업외이자수익(비용) 순계,-277,-156,-253,-160
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,654,-5228,1515,1304
소득세충당금,804,161,332,-265
세후당기순이익,-150,-5389,1183,1569
소액주주지분,-3,-11,-5,-31
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,-153,-5400,1178,1538
특별손익항목 총계,4,31,79,213
순이익,-149,-5369,1257,1751
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,-153,-5400,1178,1538
희석화에 따른 조정,-,-,-,-
희석 당기순이익,-149,-5369,1257,1751
희석된 가중 평균 주식,254.14,258.57,281.43,289.77
특별손익항목 제외 희석주당순이익,-0.6,-20.88,4.19,5.31
주당배당금 - 발행 보통주,-,0.82,0.75,0.68
희석 정상주당순이익,-7.63,-3.96,6.59,7.88
