마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,22929,23601,32917,32815
매출,22929,23601,32917,32815
기타 매출 총계,-,-,-,-
총매출원가,19271,21000,28715,28517
총 이익,3658,2601,4202,4298
총 영업비용,20164,34499,42807,29804
판매/일반/관리 비용 총계,339,365,474,444
연구 및 개발,554,580,717,702
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,12554,12901,141
기타 영업비용 총계,-,-,-,-
영업 이익,2765,-10898,-9890,3011
영업외이자수익(비용) 순계,-391,-400,-528,-387
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,2374,-11298,-10418,2624
소득세충당금,446,-812,-311,447
세후당기순이익,1928,-10486,-10107,2177
소액주주지분,-47,-32,-30,-39
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,1881,-10518,-10137,2138
특별손익항목 총계,-,-,-,-
순이익,1881,-10518,-10137,2138
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,1881,-10518,-10137,2138
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1881,-10518,-10137,2138
희석된 가중 평균 주식,1427,1390,1385,1393
특별손익항목 제외 희석주당순이익,1.32,-7.57,-7.32,1.53
주당배당금 - 발행 보통주,0.5,0.88,2,2.5
희석 정상주당순이익,1.32,-1.7,-1.26,1.62
