마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,11656,5084.24,5140.08,3977.54
매출,11656,5084.24,5140.08,3977.54
기타 매출 총계,-,-,-,-
총매출원가,7921,2998.37,3027.34,2294.83
총 이익,3735,2085.87,2112.75,1682.71
총 영업비용,11071,4517.76,4474.81,3432.47
판매/일반/관리 비용 총계,1749,948.83,876.12,707.46
연구 및 개발,629,356.86,346.13,311.58
감가상각/무형자산상각,732,192.61,193.1,75.88
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),40,21.08,32.13,42.71
기타 영업비용 총계,-,-,-,-
영업 이익,585,566.48,665.27,545.07
영업외이자수익(비용) 순계,-289,-131.8,-137.66,-118.41
자산처분이익(손실),-,-,-,-
기타비용 순계,58,6.69,29.85,21.09
세전당기순이익,354,441.37,557.45,447.76
소득세충당금,75,74,97.18,75.18
세후당기순이익,279,367.37,460.27,372.58
소액주주지분,-9,-4.14,-4.39,-5.33
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,270,363.23,455.87,367.25
특별손익항목 총계,-,-,-,-32.8
순이익,270,363.23,455.87,334.45
당기순이익에 대한 조정 총계,-2,-2.8,-3.1,-1
특별손익항목 제외 보통주주 분배 가능 이익,268,360.43,452.78,366.25
희석화에 따른 조정,-,-,-,-
희석 당기순이익,268,360.43,452.78,333.45
희석된 가중 평균 주식,243,113.63,113.31,88.12
특별손익항목 제외 희석주당순이익,1.1,3.17,4,4.16
주당배당금 - 발행 보통주,3.1,3.02,2.94,2.8
희석 정상주당순이익,2.08,4.35,4.85,4.56
