마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,4234,2940,13739,13729
매출,4234,2940,13739,13729
기타 매출 총계,-,-,-,-
총매출원가,2626,2119,6832,6974
총 이익,1608,821,6907,6755
총 영업비용,5060,4333,9509,10042
판매/일반/관리 비용 총계,1064,1071,1879,1696
연구 및 개발,109,18,24,12
감가상각/무형자산상각,1097,1052,1216,1146
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),164,73,-442,214
기타 영업비용 총계,-,-,-,-
영업 이익,-826,-1393,4230,3687
영업외이자수익(비용) 순계,-617,-502,-481,-387
자산처분이익(손실),-,-,-,-
기타비용 순계,-31,19,23,26
세전당기순이익,-1474,-1876,3772,3326
소득세충당금,-5,24,468,318
세후당기순이익,-1469,-1900,3304,3008
소액주주지분,315,458,-606,-538
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,-1154,-1442,2698,2470
특별손익항목 총계,193,-243,-,-57
순이익,-961,-1685,2698,2413
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,-1154,-1442,2698,2470
희석화에 따른 조정,-,-,-,-
희석 당기순이익,-961,-1685,2698,2413
희석된 가중 평균 주식,764,764,771,786
특별손익항목 제외 희석주당순이익,-1.51,-1.89,3.5,3.14
주당배당금 - 발행 보통주,-,0.79,3.08,3
희석 정상주당순이익,-1.37,-1.83,3,3.39
