마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,4251,3342,4029.2,3986.3
매출,4251,3342,4029.2,3986.3
기타 매출 총계,-,-,-,-
총매출원가,1893,1685,1864.1,1918.5
총 이익,2358,1657,2165.1,2067.8
총 영업비용,3623,3354,3668.3,4944.4
판매/일반/관리 비용 총계,1545,1320,1582.6,1558.6
연구 및 개발,171,115,131.3,160.5
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),14,234,90.3,1306.8
기타 영업비용 총계,-,-,-,-
영업 이익,628,-12,360.9,-958.1
영업외이자수익(비용) 순계,-55,-34,20.8,-30.6
자산처분이익(손실),-,-,-,-
기타비용 순계,-14,-14,-36.3,30.3
세전당기순이익,559,-60,345.4,-958.4
소득세충당금,138,23,82.3,56.6
세후당기순이익,421,-83,263.1,-1015
소액주주지분,-,-,-0.2,-0.1
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,421,-83,262.9,-1015.1
특별손익항목 총계,-,-,-,4.1
순이익,421,-83,262.9,-1011
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,421,-83,262.9,-1015.1
희석화에 따른 조정,-,-,-,-
희석 당기순이익,421,-83,262.9,-1011
희석된 가중 평균 주식,220.2,219.2,224.4,224.3
특별손익항목 제외 희석주당순이익,1.91,-0.38,1.17,-4.53
주당배당금 - 발행 보통주,0.43,0.4,0.38,0.35
희석 정상주당순이익,1.96,0.32,1.51,-0.67
