마감 기준:,"2021
27/03","2020
28/03","2019
30/03","2018
31/03"
총매출,4400.8,6159.8,6313,6182.3
매출,4400.8,6159.8,6313,6182.3
기타 매출 총계,-,-,-,-
총매출원가,1510.1,2504.3,2419.8,2423
총 이익,2890.7,3655.5,3893.2,3759.3
총 영업비용,4444.4,5842.8,5751.2,5684.1
판매/일반/관리 비용 총계,2443.7,3232.7,3168.3,3095.5
연구 및 개발,-,-,-,-
감가상각/무형자산상각,247.6,18.1,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),243,87.7,163.1,165.6
기타 영업비용 총계,-,-,-,-
영업 이익,-43.6,317,561.8,498.2
영업외이자수익(비용) 순계,-30.2,32.8,23.2,-3.5
자산처분이익(손실),-,-,-,-
기타비용 순계,-1,-23.4,-2.5,-5.5
세전당기순이익,-74.8,326.4,582.5,489.2
소득세충당금,32.5,67.4,124,105
세후당기순이익,-107.3,259,458.5,384.2
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,-107.3,259,458.5,384.2
특별손익항목 총계,-13.8,125.3,-27.6,-221.4
순이익,-121.1,384.3,430.9,162.8
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,-107.3,259,458.5,384.2
희석화에 따른 조정,-,-,-,-
희석 당기순이익,-121.1,384.3,430.9,162.8
희석된 가중 평균 주식,73.5,77.2,81.7,82.5
특별손익항목 제외 희석주당순이익,-1.46,3.35,5.61,4.66
주당배당금 - 발행 보통주,2.06,2.69,2.38,2
희석 정상주당순이익,0.69,4.26,7.18,6.23
