마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,1440.56,1495.75,1460.15,1400.05
매출,1440.56,1495.75,1460.15,1400.05
기타 매출 총계,-,-,-,-
총매출원가,445.26,440.4,397.69,385.33
총 이익,995.3,1055.35,1062.46,1014.72
총 영업비용,929.57,1027.19,975.33,949.92
판매/일반/관리 비용 총계,88.03,99.96,87.16,84.51
연구 및 개발,-,-,-,-
감가상각/무형자산상각,520.07,525.5,483.75,479.88
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-123.78,-38.67,6.72,0.19
기타 영업비용 총계,-,-,-,-
영업 이익,510.99,468.56,484.83,450.13
영업외이자수익(비용) 순계,18.11,-102.39,-50.46,-99.64
자산처분이익(손실),2.26,234.69,31.54,63.11
기타비용 순계,-15.67,-1.53,-1.46,-
세전당기순이익,515.69,599.33,464.45,413.6
소득세충당금,-,-,-,-
세후당기순이익,515.69,599.33,464.45,413.6
소액주주지분,-27.14,-30.46,-25.16,-23.45
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,488.55,568.87,439.29,390.15
특별손익항목 총계,-,-,-,-
순이익,488.55,568.87,439.29,390.15
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,488.55,568.87,439.29,390.15
희석화에 따른 조정,-,-,3.16,-
희석 당기순이익,488.55,568.87,439.29,390.15
희석된 가중 평균 주식,65.09,65.56,65.94,66.09
특별손익항목 제외 희석주당순이익,7.51,8.68,6.66,5.9
주당배당금 - 발행 보통주,8.35,8.18,7.71,7.33
희석 정상주당순이익,5.57,4.51,6.29,4.95
