마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,25097,23868,25079,24521
매출,25097,23868,25079,24521
기타 매출 총계,-,-,-,-
총매출원가,6960,6511,7453,7528
총 영업비용,19724,19315,19370,19836
연료비,-,-,-,-
운영 및 유지,6042,5612,6066,6463
판매/일반/관리 비용 총계,-,-,-,-
연구 및 개발,-,-,-,-
감가상각/무형자산상각,4990,4705,4548,4074
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),343,1150,-4,491
기타 영업비용 총계,1389,1337,1307,1280
영업 이익,5373,4553,5709,4685
영업외이자수익(비용) 순계,-2065,-3981,-1872,-1770
자산처분이익(손실),-,-,-,-
기타비용 순계,456,267,260,158
세전당기순이익,3764,839,4097,3073
소득세충당금,192,-236,519,428
세후당기순이익,3572,1075,3578,2645
소액주주지분,329,295,177,22
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,3901,1370,3755,2667
특별손익항목 총계,7,7,-7,-1
순이익,3908,1377,3748,2666
당기순이익에 대한 조정 총계,-106,-107,-41,-
특별손익항목 제외 보통주주 분배 가능 이익,3795,1263,3714,2667
희석화에 따른 조정,-,-,-,-
희석 당기순이익,3802,1270,3707,2666
희석된 가중 평균 주식,769,738,729,708
특별손익항목 제외 희석주당순이익,4.93,1.71,5.09,3.77
주당배당금 - 발행 보통주,3.9,3.82,3.75,3.63
희석 정상주당순이익,5.36,2.72,5.09,5.42
