마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,10240.7,9061,10221.3,9714.4
매출,10240.7,9061,10221.3,9714.4
기타 매출 총계,-,-,-,-
총매출원가,8387.8,7709.4,8729.1,8336.2
총 이익,1852.9,1351.6,1492.2,1378.2
총 영업비용,8897.9,8539.6,9178.7,8767.5
판매/일반/관리 비용 총계,122.3,58.8,93.8,166.5
연구 및 개발,-,-,-,-
감가상각/무형자산상각,283.8,290.6,278.5,202.9
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),104,480.8,77.3,61.9
기타 영업비용 총계,-,-,-,1682.8
영업 이익,1342.8,521.4,1042.6,946.9
영업외이자수익(비용) 순계,-143.4,-162.7,-164.8,-101.2
자산처분이익(손실),-,-,-,-
기타비용 순계,22.7,2.6,0.5,-7.7
세전당기순이익,1222.1,361.3,878.3,838
소득세충당금,251.8,8,204.8,199.2
세후당기순이익,970.3,353.3,673.5,638.8
소액주주지분,-20,-3.1,-17.9,-18.8
관계회사 주식,2.5,0.9,0.4,-1.1
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,952.8,351.1,656,618.9
특별손익항목 총계,-,-,-,-
순이익,952.8,351.1,656,618.9
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,952.8,351.1,656,618.9
희석화에 따른 조정,-,-,-,-
희석 당기순이익,952.8,351.1,656,618.9
희석된 가중 평균 주식,398.4,393.2,391.2,389
특별손익항목 제외 희석주당순이익,2.39,0.89,1.68,1.59
주당배당금 - 발행 보통주,1.08,1.02,0.94,0.84
희석 정상주당순이익,2.6,2.09,1.83,1.74
