마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,116385,103564,108942,94507
매출,116385,103564,108942,94507
기타 매출 총계,-,-,-,-
총매출원가,38450,33121,34440,29692
총 이익,77935,70443,74502,64815
총 영업비용,95568,86071,87817,75498
판매/일반/관리 비용 총계,43227,39794,40244,35005
연구 및 개발,-,-,-,-
감가상각/무형자산상각,13804,13100,12953,11017
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),87,56,180,-216
기타 영업비용 총계,-,-,-,-
영업 이익,20817,17493,21125,19009
영업외이자수익(비용) 순계,-1935,-3687,-4416,-4093
자산처분이익(손실),-,-,-,-
기타비용 순계,211,259,287,326
세전당기순이익,19093,14065,16996,15242
소득세충당금,5259,3364,3673,3360
세후당기순이익,13834,10701,13323,11882
소액주주지분,325,-167,-266,-131
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,14159,10534,13057,11751
특별손익항목 총계,-,-,-,-20
순이익,14159,10534,13057,11731
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,14159,10534,13057,11751
희석화에 따른 조정,-,-,-,-
희석 당기순이익,14159,10534,13057,11731
희석된 가중 평균 주식,4654,4624,4610,4640
특별손익항목 제외 희석주당순이익,3.04,2.28,2.83,2.53
주당배당금 - 발행 보통주,1,0.92,0.84,0.76
희석 정상주당순이익,3,2.32,2.92,2.54
