마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,56197,45804,33266,32753
매출,56197,45804,33266,32753
기타 매출 총계,-,-,-,-
총매출원가,17314,15257,7606,7557
총 이익,38883,30547,25660,25196
총 영업비용,38273,34441,20283,26370
판매/일반/관리 비용 총계,11996,11299,6942,7399
연구 및 개발,6982,6181,5407,5229
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-167,161
특별비용(수익),1549,1704,505,5524
기타 영업비용 총계,432,-,-10,500
영업 이익,17924,11363,12983,6383
영업외이자수익(비용) 순계,-2435,-2351,-1551,-1168
자산처분이익(손실),-,-,-,-
기타비용 순계,-2500,-5614,-3006,-18
세전당기순이익,12989,3398,8426,5197
소득세충당금,1440,-1224,544,-576
세후당기순이익,11549,4622,7882,5773
소액주주지분,-7,-6,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,11542,4616,7882,5773
특별손익항목 총계,-,-,-,-86
순이익,11542,4616,7882,5687
당기순이익에 대한 조정 총계,-74,-60,-40,-30
특별손익항목 제외 보통주주 분배 가능 이익,11468,4556,7842,5743
희석화에 따른 조정,-,-,-,-
희석 당기순이익,11468,4556,7842,5657
희석된 가중 평균 주식,1777,1673,1484,1546
특별손익항목 제외 희석주당순이익,6.45,2.72,5.28,3.71
주당배당금 - 발행 보통주,5.2,4.72,4.28,3.59
희석 정상주당순이익,7.32,3.66,5.76,6.28
