마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,5905,3578.7,5301.4,3587.92
매출,5905,3578.7,5301.4,3587.92
기타 매출 총계,-,-,-,-
총매출원가,3148,1868,2895.7,2047.96
총 이익,2757,1710.7,2405.7,1539.95
총 영업비용,4845.4,3990.1,4729.5,2974.79
판매/일반/관리 비용 총계,1299.7,1142.7,1246.5,618.95
연구 및 개발,-,-,-,-
감가상각/무형자산상각,344.5,366.7,414.2,268.99
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),53.2,612.7,173.1,38.88
기타 영업비용 총계,-,-,-,-
영업 이익,1059.6,-411.4,571.9,613.13
영업외이자수익(비용) 순계,-523,-529.4,-505.8,-516.09
자산처분이익(손실),-,-,-,-
기타비용 순계,2.5,106.6,20,-7.12
세전당기순이익,539.1,-834.2,86.1,89.92
소득세충당금,118.6,-165.1,43,-3.59
세후당기순이익,420.5,-669.1,43.1,93.51
소액주주지분,0.3,-0.4,0.8,0.01
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,420.8,-669.5,43.9,93.52
특별손익항목 총계,-,-,-,-
순이익,420.8,-669.5,43.9,93.52
당기순이익에 대한 조정 총계,-2.1,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,418.7,-669.5,43.9,93.52
희석화에 따른 조정,-,-,-,-
희석 당기순이익,418.7,-669.5,43.9,93.52
희석된 가중 평균 주식,175.5,134,117.8,100.34
특별손익항목 제외 희석주당순이익,2.39,-5,0.37,0.93
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,2.62,-2.1,1.08,1.2
