마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,47676.5,42638.1,38997.7,31954.7
총 프리미엄이익,45331.9,40091.5,36951.1,31564
순 투자이익,835.4,916.6,1017.4,796.2
미실현이익 (손실),1509.2,1630,1029.2,-405.5
기타 매출 총계,-,-,-,-
총 영업비용,43247.9,35247.9,33647.7,28624.6
"손익,혜택 및 조정,총",39282.3,30691.8,30445.6,25916.8
정책획득비용 상환,3712.8,3273.2,3023.2,2573.7
판매/일반/관리 비용 총계,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,-,-,-
기타 영업비용 총계,252.8,1282.9,178.9,134.1
영업 이익,4428.6,7390.2,5350,3330.1
영업외이자수익(비용) 순계,-218.6,-217,-189.7,-166.5
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,4210,7173.2,5160.3,3163.6
소득세충당금,859.1,1468.6,1180.3,542.6
세후당기순이익,3350.9,5704.6,3980,2621
소액주주지분,-,-,-9.7,-5.7
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,3350.9,5704.6,3970.3,2615.3
특별손익항목 총계,-,-,-,-
순이익,3350.9,5704.6,3970.3,2615.3
당기순이익에 대한 조정 총계,-26.9,-26.9,-26.9,-21.4
특별손익항목 제외 보통주주 분배 가능 이익,3324,5677.7,3943.4,2593.9
희석화에 따른 조정,-,-,-,-
희석 당기순이익,3324,5677.7,3943.4,2593.9
희석된 가중 평균 주식,587.1,587.6,587.2,586.7
특별손익항목 제외 희석주당순이익,5.66,9.66,6.72,4.42
주당배당금 - 발행 보통주,0.4,4.9,2.65,2.51
희석 정상주당순이익,5.66,9.66,6.72,4.42
