마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,3342.2,2594.4,2163,1801.2
매출,3342.2,2594.4,2163,1801.2
기타 매출 총계,-,-,-,-
총매출원가,783,570,505.9,450.4
총 이익,2559.2,2024.4,1657.1,1350.8
총 영업비용,2691.8,2066.9,1815.8,1570.2
판매/일반/관리 비용 총계,1489.2,1191.4,1029,875.3
연구 및 개발,424.2,341.4,277.1,244.5
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,2.2
특별비용(수익),-4.6,-35.9,3.8,-
기타 영업비용 총계,-,-,-,-
영업 이익,650.4,527.5,347.2,231
영업외이자수익(비용) 순계,-18.6,12.2,37.8,28.7
자산처분이익(손실),-,-,-,-
기타비용 순계,-3.4,2,1,-8.8
세전당기순이익,628.4,541.7,386,250.9
소득세충당금,14.1,53.2,56.4,-113.9
세후당기순이익,614.3,488.5,329.6,364.8
소액주주지분,0.1,-,-,-
관계회사 주식,-7.6,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,606.8,488.5,329.6,364.8
특별손익항목 총계,-,-,2.1,-32.6
순이익,606.8,488.5,331.7,332.2
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,606.8,488.5,329.6,364.8
희석화에 따른 조정,-,-,0.75,-
희석 당기순이익,606.8,488.5,331.7,332.2
희석된 가중 평균 주식,167.1,167.7,175,174.2
특별손익항목 제외 희석주당순이익,3.63,2.91,1.88,2.09
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,3.6,2.72,1.9,2.09
