마감 기준:,"2021
30/04","2020
30/04","2019
30/04","2018
30/04"
총매출,8002.7,7801,7838,7357.1
매출,8002.7,7801,7838,7357.1
기타 매출 총계,-,-,-,-
총매출원가,4864,4799,4922.3,4517.1
총 이익,3138.7,3002,2915.7,2840
총 영업비용,6615.9,6577.9,6909.4,6313.1
판매/일반/관리 비용 총계,1465.4,1416.6,1452.6,1306.9
연구 및 개발,57.7,57.7,56,56
감가상각/무형자산상각,233,236.3,240.3,206.8
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),24.5,68.9,241.5,226.2
기타 영업비용 총계,-28.7,-0.6,-3.3,0.1
영업 이익,1386.8,1223.1,928.6,1044
영업외이자수익(비용) 순계,-177.1,-189.2,-207.9,-174.1
자산처분이익(손실),-,-,-,-
기타비용 순계,-37.8,-7.2,-19.1,-8.9
세전당기순이익,1171.9,1026.7,701.6,861
소득세충당금,295.6,247.2,187.2,288.2
세후당기순이익,876.3,779.5,514.4,572.8
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,876.3,779.5,514.4,572.8
특별손익항목 총계,-,-,-,765.8
순이익,876.3,779.5,514.4,1338.6
당기순이익에 대한 조정 총계,-3.7,-4.4,-2.6,-6.8
특별손익항목 제외 보통주주 분배 가능 이익,872.6,775.1,511.8,566
희석화에 따른 조정,-,-,-,-
희석 당기순이익,872.6,775.1,511.8,1331.8
희석된 가중 평균 주식,112,113.4,113.1,113
특별손익항목 제외 희석주당순이익,7.79,6.84,4.53,5.01
주당배당금 - 발행 보통주,3.58,3.49,3.33,3.09
희석 정상주당순이익,7.95,7.3,6.09,6.34
