마감 기준:,"2021
25/12","2020
26/12","2019
28/12","2018
29/12"
총매출,16434,9763,6731,6475
매출,16434,9763,6731,6475
기타 매출 총계,-,-,-,-
총매출원가,8505,5416,3863,4028
총 이익,7929,4347,2868,2447
총 영업비용,12793,8448,6276,6036
판매/일반/관리 비용 총계,1448,995,750,562
연구 및 개발,2845,1983,1547,1434
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,5
특별비용(수익),-5,54,116,12
기타 영업비용 총계,-,-,-,-
영업 이익,3641,1315,455,439
영업외이자수익(비용) 순계,30,-39,-80,-106
자산처분이익(손실),-,-,-,-
기타비용 순계,-2,-1,-3,-3
세전당기순이익,3669,1275,372,330
소득세충당금,513,-1210,44,-22
세후당기순이익,3156,2485,328,352
소액주주지분,-,-,-,-
관계회사 주식,6,5,-,-2
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,3162,2490,328,350
특별손익항목 총계,-,-,13,-13
순이익,3162,2490,341,337
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,3162,2490,328,350
희석화에 따른 조정,-,1,-,-
희석 당기순이익,3162,2491,341,337
희석된 가중 평균 주식,1229,1207,1120,1064
특별손익항목 제외 희석주당순이익,2.57,2.06,0.29,0.33
주당배당금 - 발행 보통주,-,-,-,-
희석 정상주당순이익,2.57,2.1,0.39,0.34
