마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,17886.3,11946,11500.5,11433.9
매출,17886.3,11946,11500.5,11433.9
기타 매출 총계,-,-,-,-
총매출원가,11326.4,7404.2,6948.6,6861.9
총 이익,6559.9,4541.8,4551.9,4572
총 영업비용,17928.3,12173.6,10795.7,10553.7
판매/일반/관리 비용 총계,3893.6,2571.4,2416.9,2274.3
연구 및 개발,654.6,507.5,518.8,568.7
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),2053.7,1690.5,911.4,848.8
기타 영업비용 총계,-,-,-,-
영업 이익,-42,-227.6,704.8,880.2
영업외이자수익(비용) 순계,-700.2,-548.4,-587.3,-566.2
자산처분이익(손실),-,-,-,-
기타비용 순계,77.8,54.8,36.9,-15.6
세전당기순이익,-664.4,-721.2,154.4,298.4
소득세충당금,604.7,-51.3,137.6,-39.6
세후당기순이익,-1269.1,-669.9,16.8,338
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,-1269.1,-669.9,16.8,338
특별손익항목 총계,-,-,-,14.5
순이익,-1269.1,-669.9,16.8,352.5
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,-1269.1,-669.9,16.8,338
희석화에 따른 조정,-,-,-,-
희석 당기순이익,-1269.1,-669.9,16.8,352.5
희석된 가중 평균 주식,1208.8,601.2,516.5,516.5
특별손익항목 제외 희석주당순이익,-1.05,-1.11,0.03,0.65
주당배당금 - 발행 보통주,0.33,-,-,-
희석 정상주당순이익,0.05,0.71,1.18,1.72
