마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,3538.9,2895.3,2992.7,3187.9
매출,3538.9,2895.3,2992.7,3187.9
기타 매출 총계,-,-,-,-
총매출원가,2228,1787.1,1812,1882.4
총 이익,1310.9,1108.2,1180.7,1305.5
총 영업비용,2913.3,2451.4,2520.6,2630.1
판매/일반/관리 비용 총계,701.4,660.3,715.6,753.8
연구 및 개발,-,-,-,-
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,4.3,7.3,11,8.4
특별비용(수익),-,7.7,-,6.7
기타 영업비용 총계,-20.4,-11,-18,-21.2
영업 이익,625.6,443.9,472.1,557.8
영업외이자수익(비용) 순계,-,-,-,-
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,625.6,443.9,472.1,557.8
소득세충당금,138.5,99,102.1,113.6
세후당기순이익,487.1,344.9,370,444.2
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,487.1,344.9,370,444.2
특별손익항목 총계,-,-,-,-
순이익,487.1,344.9,370,444.2
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,487.1,344.9,370,444.2
희석화에 따른 조정,-,-,-,-
희석 당기순이익,487.1,344.9,370,444.2
희석된 가중 평균 주식,161.32,162.6,166.71,172.19
특별손익항목 제외 희석주당순이익,3.02,2.12,2.22,2.58
주당배당금 - 발행 보통주,1.06,0.98,0.9,0.76
희석 정상주당순이익,3.02,2.18,2.22,2.61
