마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,4735.4,4445.1,4445.4,4647.5
매출,4735.4,4445.1,4445.4,4647.5
기타 매출 총계,-,-,-,-
총매출원가,1995.3,1871.4,1828.6,1906.3
총 이익,2740.1,2573.7,2616.8,2741.2
총 영업비용,4408.5,4147,4018.5,4075.3
판매/일반/관리 비용 총계,1302.5,1194.2,1183.6,1158.5
연구 및 개발,1007.2,958.4,955.7,1003.2
감가상각/무형자산상각,-,-,-,-
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),103.5,123,50.6,7.3
기타 영업비용 총계,-,-,-,-
영업 이익,326.9,298.1,426.9,572.2
영업외이자수익(비용) 순계,-18.3,-27.4,-13.4,-37.9
자산처분이익(손실),-,-,-,-
기타비용 순계,1.5,-5.5,0.9,-1.6
세전당기순이익,310.1,265.2,414.4,532.7
소득세충당금,57.4,7.4,69.4,-37
세후당기순이익,252.7,257.8,345,569.7
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,252.7,257.8,345,569.7
특별손익항목 총계,-,-,-,-2.8
순이익,252.7,257.8,345,566.9
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,252.7,257.8,345,569.7
희석화에 따른 조정,-,-,-,-
희석 당기순이익,252.7,257.8,345,566.9
희석된 가중 평균 주식,331.6,335.2,348.2,354.4
특별손익항목 제외 희석주당순이익,0.76,0.77,0.99,1.61
주당배당금 - 발행 보통주,0.8,0.8,0.76,0.72
희석 정상주당순이익,1.04,1.2,1.18,1.65
