마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,64989,56351,54912,53182
매출,64989,56351,54912,53182
기타 매출 총계,-,-,-,-
총매출원가,10360,13079,20628,19112
총 이익,54629,43272,34284,34070
총 영업비용,37945,43872,44329,40701
판매/일반/관리 비용 총계,22474,17323,16604,16114
연구 및 개발,-,-,-,-
감가상각/무형자산상각,2015,1902,1704,1328
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),-,3098,-,-
기타 영업비용 총계,3096,8470,5393,4147
영업 이익,27044,12479,10583,12481
영업외이자수익(비용) 순계,-,-,-,-
자산처분이익(손실),-,-,-,-
기타비용 순계,-,-,-,-
세전당기순이익,27044,12479,10583,12481
소득세충당금,5409,3020,2117,2509
세후당기순이익,21635,9459,8466,9972
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,21635,9459,8466,9972
특별손익항목 총계,-,-,-,487
순이익,21635,9459,8466,10459
당기순이익에 대한 조정 총계,-484,-544,-569,-599
특별손익항목 제외 보통주주 분배 가능 이익,21151,8915,7897,9373
희석화에 따른 조정,-,-,-,-
희석 당기순이익,21151,8915,7897,9860
희석된 가중 평균 주식,355.8,360.3,375.5,390.2
특별손익항목 제외 희석주당순이익,59.45,24.74,21.03,24.02
주당배당금 - 발행 보통주,6.5,5,4.15,3.15
희석 정상주당순이익,60.97,38.46,23.67,25.75
