마감 기준:,"2021
02/10","2020
03/10","2019
28/09","2018
29/09"
총매출,67418,65388,69607,59434
매출,67418,65388,69607,59434
기타 매출 총계,-,-,-,-
총매출원가,45131,43880,42061,32726
총 이익,22287,21508,27546,26708
총 영업비용,64287,67329,55169,44589
판매/일반/관리 비용 총계,13517,12369,11549,8860
연구 및 개발,-,-,-,-
감가상각/무형자산상각,5111,5345,4167,3011
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),528,5735,-2608,-8
기타 영업비용 총계,-201,-1038,-4357,-601
영업 이익,3131,-1941,14438,14845
영업외이자수익(비용) 순계,-570,198,-543,-676
자산처분이익(손실),-,-,28,560
기타비용 순계,-,-,-,-
세전당기순이익,2561,-1743,13923,14729
소득세충당금,25,699,3060,3363
세후당기순이익,2536,-2442,10863,11366
소액주주지분,-512,-390,-472,-468
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2024,-2832,10391,10898
특별손익항목 총계,-29,-32,663,1700
순이익,1995,-2864,11054,12598
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,2024,-2832,10391,10898
희석화에 따른 조정,-,-,-,-
희석 당기순이익,1995,-2864,11054,12598
희석된 가중 평균 주식,1828,1808,1666,1507
특별손익항목 제외 희석주당순이익,1.11,-1.57,6.24,7.23
주당배당금 - 발행 보통주,-,0.88,1.76,1.68
희석 정상주당순이익,1.76,2.15,5,6.94
