마감 기준:,"2021
31/12","2020
31/12","2019
31/12","2018
31/12"
총매출,3217.17,3236.7,3010.56,2973.9
매출,3217.17,3236.7,3010.56,2973.9
기타 매출 총계,-,-,-,-
총매출원가,625.08,498.55,450.85,433.8
총 이익,2592.09,2738.15,2559.72,2540.1
총 영업비용,2980.55,2627.89,2474.45,2300.54
판매/일반/관리 비용 총계,1604.29,1555.39,1453.38,1389.58
연구 및 개발,581.6,538.08,518.88,439.98
감가상각/무형자산상각,66.26,2.8,15.89,15.85
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),103.32,33.08,35.45,21.32
기타 영업비용 총계,-,-,-,-
영업 이익,236.62,608.81,536.12,673.36
영업외이자수익(비용) 순계,-90.56,-61.58,-28.23,-34.47
자산처분이익(손실),-,-,-,-
기타비용 순계,21.09,7.65,1.61,-9.44
세전당기순이익,167.15,554.88,509.5,629.46
소득세충당금,-140.35,50.43,-172.31,80.09
세후당기순이익,307.5,504.45,681.81,549.37
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,307.5,504.45,681.81,549.37
특별손익항목 총계,-,-,-,26.3
순이익,307.5,504.45,681.81,575.67
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,307.5,504.45,681.81,549.37
희석화에 따른 조정,-,-,-,-
희석 당기순이익,307.5,504.45,681.81,575.67
희석된 가중 평균 주식,126.26,126.15,135.5,145.93
특별손익항목 제외 희석주당순이익,2.44,4,5.03,3.76
주당배당금 - 발행 보통주,1.48,1.4,1.4,0.35
희석 정상주당순이익,2.97,4.24,7.11,3.89
