마감 기준:,"2021
30/06","2020
30/06","2019
30/06","2018
30/06"
총매출,15005.4,14589.8,14110.2,13274.2
매출,15005.4,14589.8,14110.2,13274.2
기타 매출 총계,-,-,-,-
총매출원가,8616.8,8427.1,8002.4,7733.6
총 이익,6388.6,6162.7,6107.8,5540.6
총 영업비용,11700.7,11478,11097.9,10716.8
판매/일반/관리 비용 총계,3040.5,3003,3064.2,2959.4
연구 및 개발,23.5,18,19.2,23.8
감가상각/무형자산상각,-,-,304.4,274.5
영업이자비용(수익) 순계,-,-,-,-
특별비용(수익),19.9,29.9,12.1,-
기타 영업비용 총계,-,-,-6.7,-
영업 이익,3304.7,3111.8,3012.3,2557.4
영업외이자수익(비용) 순계,-10.2,-9.5,-17.5,-21.7
자산처분이익(손실),8.1,5.8,4.1,0.7
기타비용 순계,58.6,74.5,6.7,-253.8
세전당기순이익,3361.2,3182.6,3005.6,2282.6
소득세충당금,762.7,722.4,712.3,214.5
세후당기순이익,2598.5,2460.2,2293.3,2068.1
소액주주지분,-,-,-,-
관계회사 주식,-,-,-,-
미국 일반회계기준에 따른 조정,-,-,-,-
특별손익항목 차감전 당기순이익,2598.5,2460.2,2293.3,2068.1
특별손익항목 총계,-,6.3,-0.5,-183.2
순이익,2598.5,2466.5,2292.8,1884.9
당기순이익에 대한 조정 총계,-,-,-,-
특별손익항목 제외 보통주주 분배 가능 이익,2598.5,2460.2,2293.3,2068.1
희석화에 따른 조정,-,-,-,-
희석 당기순이익,2598.5,2466.5,2292.8,1884.9
희석된 가중 평균 주식,428.1,432.7,437.6,443.3
특별손익항목 제외 희석주당순이익,6.07,5.69,5.24,4.67
주당배당금 - 발행 보통주,3.68,3.4,2.96,2.4
희석 정상주당순이익,6.02,6.08,5.65,4.66
